Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / Japan,Price / Japan,Compare At Price / Japan,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
explore-discover-research-tee,,,,,,,,,L,,,White,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,White,,,Violet Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,White,,,Pink Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,White,,,Silver Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,White,,,Black Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,Black,,,Red Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,Black,,,Orange Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,Black,,,Yellow Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,Black,,,Green Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,Black,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,Black,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,Black,,,Violet Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,Black,,,Pink Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,Black,,,Silver Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,Black,,,Black Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,White,,,Red Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,White,,,Orange Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,White,,,Yellow Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,White,,,Green Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,White,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,White,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,White,,,Violet Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,White,,,Pink Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,White,,,Silver Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XL,,,White,,,Black Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
fallen-super-angel,Evil SUPER Angel Wings,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Imported</li>
<li data-mce-fragment=""1"">SUPER soft touch Tee</li>
<li data-mce-fragment=""1"">4.3 oz., 60/40 combed ringspun cotton/polyester</li>
<li data-mce-fragment=""1"">Fabric laundered</li>
<li data-mce-fragment=""1"">Side seams<img src=""https://cdn.shopify.com/s/files/1/0578/2847/5068/files/Fit_Chart_480x480.jpg?v=1625705492"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0578/2847/5068/files/Fit_Chart_480x480.jpg?v=1625705492"">
</li>
</ul>",SUPER Spec.,,"","",true,Size,S,,Color,Black Holo,,Material,Grey,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/products/PhotoSep30_94108PM_296f83ed-c428-4d89-8b73-26d30a5ab440.png?v=1633068561,1,"",false,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
fallen-super-angel,,,,,,,,,S,,,Black Holo,,,Black,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/products/PhotoSep30_103135PM_bbf6aa09-d816-4755-ae16-6561d01200f0.png?v=1633068561,2,"",,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,S,,,Black Holo,,,White,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,M,,,Black Holo,,,Grey,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,M,,,Black Holo,,,Black,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,M,,,Black Holo,,,White,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,L,,,Black Holo,,,Grey,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,L,,,Black Holo,,,Black,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,L,,,Black Holo,,,White,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,XL,,,Black Holo,,,Grey,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,XL,,,Black Holo,,,Black,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,XL,,,Black Holo,,,White,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,XXL,,,Black Holo,,,Grey,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,XXL,,,Black Holo,,,Black,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
fallen-super-angel,,,,,,,,,XXL,,,Black Holo,,,White,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
glow-rib-cage,SUPER Glow Rib Cage,"",SUPER Spec.,,"","",true,Size,S,,Material,Black,,,,,"",0.0,,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/products/PhotoSep30_101109PM.png?v=1633060442,1,"",false,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
glow-rib-cage,,,,,,,,,M,,,Black,,,,,"",0.0,,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/products/55922.jpg?v=1633060442,2,"",,,,,,,lb,,,,,,,,,,,,,,,,,,
glow-rib-cage,,,,,,,,,L,,,Black,,,,,"",0.0,,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/products/IMG-5057.jpg?v=1633060442,3,"",,,,,,,lb,,,,,,,,,,,,,,,,,,
glow-rib-cage,,,,,,,,,XL,,,Black,,,,,"",0.0,,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/products/IMG-5062.jpg?v=1633060442,4,"",,,,,,,lb,,,,,,,,,,,,,,,,,,
glow-rib-cage,,,,,,,,,XXL,,,Black,,,,,"",0.0,,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/products/IMG-5060.jpg?v=1633060442,5,"",,,,,,,lb,,,,,,,,,,,,,,,,,,
heart-of-light-eternal-spectrum-copy-copy,Aura: Spirit of the Cosmos,"<p class=""p3""><i>“Some are born of the stars, their hearts woven from the fabric of infinity.”</i><i></i></p>
<p class=""p3""><span class=""s1""><b>Aura</b></span> stands between the realms, neither fully here nor there. Her form glows with an ethereal light, her presence a reminder that some souls are meant to walk beyond the boundaries of the known world. This piece speaks to the ones who wander, the ones who dream, the ones who know that home is not a place, but a feeling.</p>",SuperSpec Store,Arts & Entertainment,Art Print,"art, limited edition, print",true,Size,"8.5"" x 11"" Poster Print",,,,,,,,Poster PRINT-8.5x11-1,199.988875933,shopify,deny,manual,20.00,20.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/2847/5068/files/eZy_Watermark_06-01-2025_01-40-28-9420AM.jpg?v=1738783218,1,"",false,,,,,,lb,,15.00,true,,,true,,,true,,,true,,,true,,,active
heart-of-light-eternal-spectrum-copy-copy,,,,,,,,,"8.5""x 11"" Framed Art Print",,,,,,,,Fine Art PRINT-8.5x11-1,199.988875933,shopify,deny,manual,35.00,30.00,true,true,,,,,,,,,,,,,,,lb,,15.00,,,,,,,,,,,,,,,,
heart-of-light-eternal-spectrum-copy-copy,,,,,,,,,"12"" x 16"" Framed Art Print",,,,,,,,"",199.988875933,shopify,deny,manual,40.00,45.00,true,true,,,,,,,,,,,,,,,lb,,15.00,,,,,,,,,,,,,,,,
heart-of-light-eternal-spectrum-copy-copy-1,Aura: The Keeper’s Embrace,"<p class=""p1"">A keeper of all, Death holds what we cannot🖤 Very grateful to be in Deaths graces🙏🏾🌌 But to my enemies: every breath you take brings you closer to the keeper’s embrace. Death has no favorites, and it never forgets. Tread carefully—your time is already borrowed⌛️.🌕<br></p>
<p class=""p1"">There are no enemies here, no victors—only those who were, those who are, and those who will be.</p>
<p class=""p1"">This artwork is available in <span class=""s1""><b>two premium print options</b></span>:</p>
<p class=""p1"">✨ <span class=""s1""><b>Poster Print</b></span> – A vibrant, high-quality print perfect for casual display.</p>
<p class=""p1"">✨ <span class=""s1""><b>Fine Art Print</b></span> – Printed on <span class=""s1""><b>museum-grade archival paper</b></span>, offering enhanced depth, richness, and longevity for collectors.</p>
<p class=""p2""><br></p>
<p class=""p3""><b>Limited Edition Stock:</b><b></b></p>
<p class=""p1"">🖼 <span class=""s1""><b>777 Poster Prints</b></span> – Everyday accessibility with high-end quality.</p>
<p class=""p1"">🎨 <span class=""s1""><b>77 Fine Art Prints</b></span> – A more exclusive, premium-grade offering.</p>",SuperSpec Store,Arts & Entertainment,Art Print,"art, limited edition, print",true,Size,"8.5"" x 11"" Poster Print",,,,,,,,Poster PRINT-8.5x11-1,199.988875933,shopify,deny,manual,20.00,20.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/2847/5068/files/2AB8318E-986A-4B93-8999-CBCA17A1E427.jpg?v=1738784094,1,"",false,,,,,,lb,,15.00,true,,,true,,,true,,,true,,,true,,,active
heart-of-light-eternal-spectrum-copy-copy-1,,,,,,,,,"8.5""x 11"" Framed Art Print",,,,,,,,Fine Art PRINT-8.5x11-1,199.988875933,shopify,deny,manual,35.00,30.00,true,true,,,,,,,,,,,,,,,lb,,15.00,,,,,,,,,,,,,,,,
heart-of-light-eternal-spectrum-copy-copy-1,,,,,,,,,"12"" x 16"" Framed Art Print",,,,,,,,"",199.988875933,shopify,deny,manual,40.00,45.00,true,true,,,,,,,,,,,,,,,lb,,15.00,,,,,,,,,,,,,,,,
heart-of-light-eternal-spectrum-copy-copy-copy,Aura: Blood Moon Elegy,"<p class=""p1""><i>“Even in darkness, the moon still shines. Even in sorrow, the heart still beats.”</i><i></i></p>
<p class=""p1"">Under the glow of a crimson moon, <span class=""s1""><b>Aura</b></span> stands as a beacon between worlds. The weight of eternity lingers in her gaze, a quiet resolve forged through loss and longing. Shadows coil at the edges of her being, yet they do not consume her—for she carries the light within, undying, unbroken. This piece is a tribute to those who walk the line between light and dark, never yielding to either.</p>
<p class=""p3""><b>Limited Edition Stock:</b><b></b></p>
<p class=""p1"">🖼 <span class=""s1""><b>777 Poster Prints</b></span> – Everyday accessibility with high-end quality.</p>
<p class=""p1"">🎨 <span class=""s1""><b>77 Fine Art Prints</b></span> – A more exclusive, premium-grade offering.</p>",SuperSpec Store,Arts & Entertainment,Art Print,"art, limited edition, print",true,Size,"8.5"" x 11"" Poster Print",,,,,,,,Poster PRINT-8.5x11-1,199.988875933,shopify,deny,manual,20.00,20.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/2847/5068/files/eZyWatermark_05-01-2025_03-31-42-5110PM.png?v=1738783029,1,"",false,,,,,,lb,,15.00,true,,,true,,,true,,,true,,,true,,,active
heart-of-light-eternal-spectrum-copy-copy-copy,,,,,,,,,"8.5""x 11"" Framed Art Print",,,,,,,,Fine Art PRINT-8.5x11-1,199.988875933,shopify,deny,manual,35.00,30.00,true,true,,,,,,,,,,,,,,,lb,,15.00,,,,,,,,,,,,,,,,
heart-of-light-eternal-spectrum-copy-copy-copy,,,,,,,,,"12"" x 16"" Framed Art Print",,,,,,,,"",199.988875933,shopify,deny,manual,40.00,45.00,true,true,,,,,,,,,,,,,,,lb,,15.00,,,,,,,,,,,,,,,,
heart-of-light-eternal-spectrum-copy-copy-copy-copy,Reddy So Rosey: Luminous Tears,"<p class=""p3"">Bathed in the neon glow of a world caught between dreams and reality, <span class=""s1""><b>Reddy too Rosey</b></span> wears her heart in her eyes—shimmering, vulnerable, infinite. Her tears aren’t just sorrow; they’re light, reflecting the depth of emotions too powerful for words. Each droplet holds a universe of longing, love, and hope, cascading from the heart of someone who feels everything all at once.</p>
<p class=""p2""><br></p>
<p class=""p3"">Her fiery red hair, kissed by the glow of a distant sky, frames a moment suspended in time—where pain and beauty intertwine, where sadness shimmers like stardust. In this ethereal portrait, <span class=""s1""><b>Reddy too Rosey</b></span> reminds us that even in our most fragile moments, we glow, we radiate, we remain eternal.</p>
<p class=""p2""><br></p>
<p class=""p3"">A breathtaking addition to any collection, this piece captures the raw essence of emotion, wrapped in color, energy, and light.</p>
<p class=""p2""><br></p>
<p class=""p4""><b>Available now—own a piece of the luminous soul.</b></p>
<p class=""p2""><br></p>
<p class=""p3""><b>Limited Edition Stock:</b><b></b></p>
<p class=""p1"">🖼 <span class=""s1""><b>777 Poster Prints</b></span> – Everyday accessibility with high-end quality.</p>
<p class=""p1"">🎨 <span class=""s1""><b>77 Fine Art Prints</b></span> – A more exclusive, premium-grade offering.</p>",SuperSpec Store,Arts & Entertainment,Art Print,"art, limited edition, print",true,Size,"8.5"" x 11"" Poster Print",,,,,,,,Poster PRINT-8.5x11-1,199.988875933,shopify,deny,manual,20.00,20.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/2847/5068/files/CA9E9DDC-AD13-4235-8A90-1C6BEAA1D10C.jpg?v=1746987734,1,"",false,,,,,,lb,,15.00,true,,,true,,,true,,,true,,,true,,,active
heart-of-light-eternal-spectrum-copy-copy-copy-copy,,,,,,,,,"8.5""x 11"" Framed Art Print",,,,,,,,Fine Art PRINT-8.5x11-1,199.988875933,shopify,deny,manual,35.00,30.00,true,true,,,,,,,,,,,,,,,lb,,15.00,,,,,,,,,,,,,,,,
heart-of-light-eternal-spectrum-copy-copy-copy-copy,,,,,,,,,"12"" x 16"" Framed Art Print",,,,,,,,"",199.988875933,shopify,deny,manual,40.00,45.00,true,true,,,,,,,,,,,,,,,lb,,15.00,,,,,,,,,,,,,,,,
love-in-full-bloom,Love In Full Bloom,"<p><meta charset=""utf-8""><span>Sakura’s bloom when I think about you…🎆 🌸</span><br><span>Like a scene out of a dream I never want to leave or wake up from. </span></p>",SUPER Spec. ,Arts & Entertainment,"","",true,Size,"8.5"" x 11"" Poster Print",,,,,,,,"",0.0,shopify,continue,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/files/eZy_Watermark_18-04-2025_08-05-56-6390AM.png?v=1747026459,1,"",false,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
love-in-full-bloom,,,,,,,,,"8.5""x 11"" Framed Art Print",,,,,,,,"",0.0,shopify,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
love-in-full-bloom,,,,,,,,,"12"" x 16"" Framed Art Print",,,,,,,,"",0.0,shopify,continue,manual,30.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
love-in-full-bloom-deep-feeling,Love In Full Bloom: Deep Feelings,"<p><meta charset=""utf-8""><span>Sakura’s bloom when I think about you…🎆 🌸</span><br><span>Like a scene out of a dream I never want to leave or wake up from.</span></p>",SUPER Spec.,Arts & Entertainment,"","",true,Sie,"8.5"" x 11"" Poster Print",,,,,,,,,0.0,shopify,continue,manual,15.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/2847/5068/files/eZy_Watermark_18-04-2025_08-05-56-2570AM.png?v=1747026459,1,"",false,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
love-in-full-bloom-deep-feeling,,,,,,,,,"8.5""x 11"" Framed Art Print",,,,,,,,,0.0,shopify,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
love-in-full-bloom-deep-feeling,,,,,,,,,"12"" x 16"" Framed Art Print",,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
mighty-menace,Mighty Menace,"<p><meta charset=""utf-8""><span>Through pain, he has learned. Through instinct, he survives. A force of quiet power, moving with purpose—unshaken, unyielding. He does not seek the path; he carves it. His presence is a warning, his vision a weapon. ⚫</span></p>",SUPER Spec. ,Arts & Entertainment,"","",true,Size,"12"" x 12"" Poster Print",,,,,,,,"",0.0,shopify,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/files/eZyWatermark_31-03-2025_02-35-51-6380AM.png?v=1747028982,1,"",false,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
mighty-menace,,,,,,,,,"12""x 12"" Framed Art Print",,,,,,,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
mighty-menace,,,,,,,,,"14"" x 14"" Framed Art Print",,,,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
mighty-menace,,,,,,,,,"12"" x 12"" Metal print",,,,,,,,"",0.0,shopify,deny,manual,50.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
mystical-mystery,Mystical Mystery,"<p><meta charset=""utf-8""><span>Shrouded in mystical mystery, she perceives what lies beyond the visible— her intuition an unspoken force, her vision piercing through the unseen. The sixth sense is her secret, her power, her truth. ✨</span></p>",SUPER Spec. ,Uncategorized,"","",true,Size,"12"" x 12"" Poster Print",,,,,,,,"",0.0,shopify,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/files/eZy_Watermark_31-03-2025_02-35-50-5560AM.png?v=1747026459,1,"",false,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
mystical-mystery,,,,,,,,,"12""x 12"" Framed Art Print",,,,,,,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
mystical-mystery,,,,,,,,,"14"" x 14"" Framed Art Print",,,,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
mystical-mystery,,,,,,,,,"12"" x 12"" Metal print",,,,,,,,"",0.0,shopify,deny,manual,50.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
painted-by-your-presence,Painted by Your Presence,"<p><meta charset=""utf-8""><span>Stopped crossing meadows in search of more vibrant hues when I realized your love paints even ordinary moments in colors time cannot fade.  </span></p>",SUPER Spec. ,Arts & Entertainment,"","",true,Size,"12"" x 12"" Poster Print",,,,,,,,"",0.0,shopify,continue,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/files/eZyWatermark_22-03-2025_08-58-21-4360PM.png?v=1747030171,1,"",false,,,multicolor,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
painted-by-your-presence,,,,,,,,,"12""x 12"" Framed Art Print",,,,,,,,"",0.0,shopify,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
painted-by-your-presence,,,,,,,,,"14"" x 14"" Framed Art Print",,,,,,,,"",0.0,shopify,continue,manual,30.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
painted-by-your-presence,,,,,,,,,"12"" x 12"" Metal print",,,,,,,,"",0.0,shopify,continue,manual,50.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
reddy-so-rosey-distant-eden,Reddy So Rosey: “Distant Eden”,"<p>She holds a rare flower of dreams, picked by a man truly wanting to make his mark on her heart, a peaceful secret under a star-kissed sky. No rush to say a word but to truly feel what’s real and this rare, Between dreams and destiny she will remember this moment and he will remember this image of the beauty that can never be replicated or duplicated in time.✨🌸🌈 <br></p>",SUPER Spec. ,Arts & Entertainment,"","",true,Size,"8.5"" x 11"" Poster Print",,,,,,,,"",0.0,shopify,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/files/eZy_Watermark_16-03-2025_11-54-53-9440PM.png?v=1747287850,1,"",false,,,red,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
reddy-so-rosey-distant-eden,,,,,,,,,"8.5""x 11"" Framed Art Print",,,,,,,,"",0.0,shopify,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
reddy-so-rosey-distant-eden,,,,,,,,,"12"" x 16"" Framed Art Print",,,,,,,,"",0.0,shopify,deny,manual,35.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
reddy-so-rosey-when-love-pretends-to-stay,Reddy So Rosey: When Love Pretends to Stay,"<p><meta charset=""utf-8""><span>Falling in love with the thought of forever, but forever feels just like a dream. Lost in a moment that feels infinite, yet slipping through my fingers like stardust. Maybe love is just a beautiful illusion—real enough to feel, but never meant to last.</span></p>",SUPER Spec. ,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Recorders,"","",true,Size,"8.5"" x 11"" Poster Print",,,,,,,,"",0.0,shopify,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/files/eZy_Watermark_28-03-2025_07-03-42-4230AM.png?v=1747026462,1,"",false,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
reddy-so-rosey-when-love-pretends-to-stay,,,,,,,,,"8.5""x 11"" Framed Art Print",,,,,,,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
reddy-so-rosey-when-love-pretends-to-stay,,,,,,,,,"12"" x 16"" Framed Art Print",,,,,,,,"",0.0,shopify,deny,manual,35.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
super-butterfly-tee,SUPER Star Sparkle Butterfly,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Imported</li>
<li data-mce-fragment=""1"">SUPER soft touch Tee</li>
<li data-mce-fragment=""1"">4.3 oz., 60/40 combed ringspun cotton/polyester</li>
<li data-mce-fragment=""1"">Fabric laundered</li>
<li data-mce-fragment=""1"">Side seams</li>
<li data-mce-fragment=""1"">Holographic Design on front with text on back of shirt<br><img src=""https://cdn.shopify.com/s/files/1/0578/2847/5068/files/Fit_Chart_480x480.jpg?v=1625705492"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0578/2847/5068/files/Fit_Chart_480x480.jpg?v=1625705492""><br>
</li>
</ul>",SUPER Spec.,,Clothing,"",true,Size,XS,,Color,Black,,Material,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/2847/5068/products/IMG_4230.png?v=1625708391,1,"",false,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
super-butterfly-tee,,,,,,,,,XS,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
super-butterfly-tee,,,,,,,,,XS,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
